# Residuals   
# Time        	p             	Ux            	Uy            
98.2          	5.484085e-05	2.938110e-05	6.081722e-05
98.3          	5.429770e-05	2.928293e-05	6.065985e-05
98.4          	5.409070e-05	2.918591e-05	6.050209e-05
98.5          	5.390508e-05	2.909049e-05	6.034499e-05
98.6          	5.372497e-05	2.899718e-05	6.018859e-05
98.7          	5.354968e-05	2.890603e-05	6.003294e-05
98.8          	5.337595e-05	2.881705e-05	5.987800e-05
98.9          	5.320374e-05	2.873022e-05	5.972373e-05
99            	5.303743e-05	2.864557e-05	5.957016e-05
99.1          	5.287558e-05	2.856318e-05	5.941728e-05
99.2          	5.271863e-05	2.848306e-05	5.926511e-05
99.3          	5.256726e-05	2.840528e-05	5.911370e-05
99.4          	5.242235e-05	2.832993e-05	5.896305e-05
99.5          	5.228550e-05	2.825709e-05	5.881316e-05
99.6          	5.216201e-05	2.818685e-05	5.866408e-05
99.7          	5.205754e-05	2.811937e-05	5.851584e-05
99.8          	5.198127e-05	2.805481e-05	5.836851e-05
99.9          	5.195685e-05	2.799343e-05	5.822218e-05
100           	5.178580e-05	2.793559e-05	5.807712e-05
100.1         	5.169628e-05	2.788063e-05	5.793184e-05
100.2         	5.145658e-05	2.782252e-05	5.778580e-05
100.3         	5.129992e-05	2.776678e-05	5.764079e-05
100.4         	5.187972e-05	2.771460e-05	5.749649e-05
100.5         	5.088277e-05	2.765764e-05	5.735006e-05
100.6         	5.066715e-05	2.759384e-05	5.720590e-05
100.7         	5.122470e-05	2.754459e-05	5.706828e-05
100.8         	5.044150e-05	2.749803e-05	5.692993e-05
100.9         	5.023849e-05	2.744673e-05	5.679279e-05
101           	5.008436e-05	2.740861e-05	5.665900e-05
101.1         	4.998135e-05	2.737518e-05	5.652642e-05
101.2         	4.987315e-05	2.734590e-05	5.639496e-05
101.3         	4.976941e-05	2.732049e-05	5.626443e-05
101.4         	4.967087e-05	2.729902e-05	5.613490e-05
101.5         	4.958778e-05	2.728157e-05	5.600638e-05
101.6         	4.951054e-05	2.726834e-05	5.587892e-05
101.7         	4.944282e-05	2.725949e-05	5.575246e-05
101.8         	4.937740e-05	2.725525e-05	5.562723e-05
101.9         	4.931848e-05	2.725599e-05	5.550320e-05
102           	4.926668e-05	2.726172e-05	5.538041e-05
102.1         	4.922366e-05	2.727273e-05	5.525886e-05
102.2         	4.918782e-05	2.728953e-05	5.513868e-05
102.3         	4.916234e-05	2.731244e-05	5.501989e-05
102.4         	4.914529e-05	2.734192e-05	5.490254e-05
102.5         	4.915463e-05	2.737820e-05	5.478672e-05
102.6         	4.914522e-05	2.742150e-05	5.467249e-05
102.7         	4.926714e-05	2.747237e-05	5.455975e-05
102.8         	4.927846e-05	2.753116e-05	5.444893e-05
102.9         	4.925466e-05	2.759880e-05	5.433981e-05
103           	4.932823e-05	2.767576e-05	5.423275e-05
103.1         	4.942787e-05	2.776315e-05	5.412757e-05
103.2         	4.944043e-05	2.784040e-05	5.402050e-05
103.3         	5.025801e-05	2.798975e-05	5.392490e-05
103.4         	4.973958e-05	2.807415e-05	5.382079e-05
103.5         	5.067465e-05	2.824410e-05	5.372855e-05
103.6         	5.029026e-05	2.835616e-05	5.363138e-05
103.7         	5.119133e-05	2.855833e-05	5.354329e-05
103.8         	5.099775e-05	2.872465e-05	5.345691e-05
103.9         	5.144415e-05	2.892398e-05	5.337053e-05
104           	5.182944e-05	2.914428e-05	5.328988e-05
104.1         	5.226578e-05	2.938637e-05	5.321287e-05
104.2         	5.277002e-05	2.965222e-05	5.314053e-05
104.3         	5.334263e-05	2.994264e-05	5.307311e-05
104.4         	5.398778e-05	3.026046e-05	5.301118e-05
104.5         	5.473108e-05	3.060889e-05	5.295539e-05
104.6         	5.558174e-05	3.099209e-05	5.290647e-05
104.7         	5.656796e-05	3.141461e-05	5.286531e-05
104.8         	5.772551e-05	3.188175e-05	5.283294e-05
104.9         	5.908371e-05	3.239995e-05	5.281059e-05
105           	6.069524e-05	3.297676e-05	5.279977e-05
105.1         	6.261633e-05	3.362168e-05	5.280247e-05
105.2         	6.493703e-05	3.434693e-05	5.282120e-05
105.3         	5.907856e-05	3.516797e-05	5.285936e-05
105.4         	6.383102e-05	3.602985e-05	5.288739e-05
105.5         	6.070677e-05	3.656437e-05	5.283453e-05
105.6         	5.405599e-05	3.651600e-05	5.265296e-05
105.7         	5.190208e-05	3.564462e-05	5.234961e-05
105.8         	5.019823e-05	3.479612e-05	5.205861e-05
105.9         	4.855095e-05	3.403665e-05	5.178871e-05
106           	4.747600e-05	3.335493e-05	5.153853e-05
106.1         	4.659471e-05	3.273927e-05	5.130116e-05
106.2         	4.589978e-05	3.216736e-05	5.107321e-05
106.3         	4.530551e-05	3.162553e-05	5.085172e-05
106.4         	4.476282e-05	3.110554e-05	5.063528e-05
106.5         	4.375101e-05	3.058582e-05	5.042264e-05
106.6         	4.344815e-05	3.011125e-05	5.021448e-05
106.7         	4.306242e-05	2.963363e-05	5.000930e-05
106.8         	4.251435e-05	2.917177e-05	4.980713e-05
106.9         	4.212935e-05	2.871955e-05	4.960805e-05
107           	5.084651e-05	2.827834e-05	4.941177e-05
107.1         	5.932266e-05	2.781975e-05	4.918889e-05
107.2         	7.433282e-05	2.685624e-05	4.887165e-05
107.3         	6.331782e-05	2.538149e-05	4.843052e-05
107.4         	5.603006e-05	2.348817e-05	4.791333e-05
107.5         	5.239275e-05	2.211370e-05	4.749131e-05
107.6         	4.940437e-05	2.113846e-05	4.714416e-05
107.7         	4.748699e-05	2.041528e-05	4.684080e-05
107.8         	4.588834e-05	1.987528e-05	4.656378e-05
107.9         	4.464955e-05	1.950677e-05	4.630432e-05
108           	4.340537e-05	1.943400e-05	4.605847e-05
108.1         	4.241571e-05	1.950445e-05	4.582422e-05
108.2         	4.151424e-05	1.957869e-05	4.560014e-05
108.3         	4.068250e-05	1.965343e-05	4.538498e-05
108.4         	3.991900e-05	1.972754e-05	4.517789e-05
108.5         	3.920974e-05	1.980055e-05	4.497814e-05
108.6         	3.806256e-05	1.987515e-05	4.478552e-05
108.7         	3.770606e-05	1.994610e-05	4.459737e-05
108.8         	3.702669e-05	2.001627e-05	4.441582e-05
108.9         	3.654514e-05	2.008110e-05	4.423933e-05
109           	3.602329e-05	2.014471e-05	4.406771e-05
109.1         	3.556526e-05	2.020526e-05	4.390040e-05
109.2         	3.512071e-05	2.026315e-05	4.373713e-05
109.3         	3.471960e-05	2.031727e-05	4.357767e-05
109.4         	3.435590e-05	2.036894e-05	4.342165e-05
109.5         	3.411123e-05	2.041770e-05	4.326882e-05
109.6         	3.371448e-05	2.046379e-05	4.311886e-05
109.7         	3.337955e-05	2.050651e-05	4.297233e-05
109.8         	3.285821e-05	2.054725e-05	4.282849e-05
109.9         	3.247595e-05	2.058569e-05	4.268673e-05
110           	3.216885e-05	2.062163e-05	4.254722e-05
110.1         	3.187831e-05	2.065538e-05	4.240990e-05
110.2         	3.159705e-05	2.068682e-05	4.227461e-05
110.3         	3.133021e-05	2.071638e-05	4.214129e-05
110.4         	3.108301e-05	2.074414e-05	4.200992e-05
110.5         	3.087285e-05	2.076958e-05	4.188030e-05
110.6         	3.069897e-05	2.079248e-05	4.175233e-05
110.7         	3.049349e-05	2.081297e-05	4.162593e-05
110.8         	3.022150e-05	2.083063e-05	4.150129e-05
110.9         	2.983227e-05	2.084602e-05	4.137801e-05
111           	2.956114e-05	2.085956e-05	4.125589e-05
111.1         	2.934537e-05	2.087123e-05	4.113507e-05
111.2         	2.913590e-05	2.088091e-05	4.101543e-05
111.3         	2.893166e-05	2.088848e-05	4.089693e-05
111.4         	2.873229e-05	2.089413e-05	4.077951e-05
111.5         	2.853798e-05	2.089804e-05	4.066311e-05
111.6         	2.834907e-05	2.090016e-05	4.054764e-05
111.7         	2.816470e-05	2.090056e-05	4.043307e-05
111.8         	2.798448e-05	2.089924e-05	4.031935e-05
111.9         	2.780884e-05	2.089632e-05	4.020642e-05
112           	2.763628e-05	2.089201e-05	4.009431e-05
112.1         	2.746700e-05	2.088623e-05	3.998300e-05
112.2         	2.730191e-05	2.087896e-05	3.987242e-05
112.3         	2.714023e-05	2.087028e-05	3.976252e-05
112.4         	2.698352e-05	2.086028e-05	3.965329e-05
112.5         	2.682768e-05	2.084905e-05	3.954467e-05
112.6         	2.667535e-05	2.083665e-05	3.943664e-05
112.7         	2.652611e-05	2.082313e-05	3.932921e-05
112.8         	2.637948e-05	2.080847e-05	3.922234e-05
112.9         	2.623556e-05	2.079273e-05	3.911600e-05
113           	2.609470e-05	2.077599e-05	3.901019e-05
113.1         	2.595624e-05	2.075827e-05	3.890486e-05
113.2         	2.581990e-05	2.073963e-05	3.879998e-05
113.3         	2.568550e-05	2.072007e-05	3.869554e-05
113.4         	2.555297e-05	2.069969e-05	3.859165e-05
113.5         	2.542223e-05	2.067845e-05	3.848840e-05
113.6         	2.529328e-05	2.065637e-05	3.838570e-05
113.7         	2.516613e-05	2.063350e-05	3.828352e-05
113.8         	2.437408e-05	2.061136e-05	3.818123e-05
113.9         	2.444868e-05	2.058775e-05	3.808019e-05
114           	2.426519e-05	2.056332e-05	3.798042e-05
114.1         	2.418053e-05	2.053764e-05	3.788172e-05
114.2         	2.404708e-05	2.051159e-05	3.778379e-05
114.3         	2.394071e-05	2.048481e-05	3.768624e-05
114.4         	2.382267e-05	2.045750e-05	3.758897e-05
114.5         	2.371219e-05	2.042958e-05	3.749200e-05
114.6         	2.359966e-05	2.040113e-05	3.739536e-05
114.7         	2.348980e-05	2.037216e-05	3.729901e-05
114.8         	2.338029e-05	2.034267e-05	3.720293e-05
114.9         	2.327179e-05	2.031272e-05	3.710712e-05
115           	2.316435e-05	2.028230e-05	3.701159e-05
115.1         	2.305778e-05	2.025143e-05	3.691635e-05
115.2         	2.295242e-05	2.022016e-05	3.682137e-05
115.3         	2.284772e-05	2.018849e-05	3.672663e-05
115.4         	2.274405e-05	2.015643e-05	3.663217e-05
115.5         	2.264112e-05	2.012401e-05	3.653802e-05
115.6         	2.252721e-05	2.009132e-05	3.644420e-05
115.7         	2.243203e-05	2.005824e-05	3.635072e-05
115.8         	2.233082e-05	2.002483e-05	3.625745e-05
115.9         	2.223157e-05	1.999104e-05	3.616447e-05
116           	2.213241e-05	1.995696e-05	3.607182e-05
116.1         	2.203403e-05	1.992261e-05	3.597940e-05
116.2         	2.193626e-05	1.988799e-05	3.588719e-05
116.3         	2.183906e-05	1.985308e-05	3.579518e-05
116.4         	2.174243e-05	1.981791e-05	3.570337e-05
116.5         	2.164634e-05	1.978246e-05	3.561176e-05
116.6         	2.155088e-05	1.974678e-05	3.552033e-05
116.7         	2.145591e-05	1.971086e-05	3.542910e-05
116.8         	2.136153e-05	1.967471e-05	3.533806e-05
116.9         	2.126766e-05	1.963833e-05	3.524720e-05
117           	2.117431e-05	1.960175e-05	3.515653e-05
117.1         	2.108143e-05	1.956501e-05	3.506604e-05
117.2         	2.098907e-05	1.952809e-05	3.497572e-05
117.3         	2.089717e-05	1.949100e-05	3.488560e-05
117.4         	2.080576e-05	1.945376e-05	3.479566e-05
117.5         	2.071480e-05	1.941636e-05	3.470589e-05
117.6         	2.062432e-05	1.937882e-05	3.461629e-05
117.7         	2.053428e-05	1.934114e-05	3.452687e-05
117.8         	2.044472e-05	1.930333e-05	3.443762e-05
117.9         	2.035295e-05	1.926538e-05	3.434854e-05
118           	2.026541e-05	1.922731e-05	3.425965e-05
118.1         	2.017698e-05	1.918914e-05	3.417093e-05
118.2         	2.008934e-05	1.915087e-05	3.408237e-05
118.3         	2.000199e-05	1.911252e-05	3.399399e-05
118.4         	1.991537e-05	1.907407e-05	3.390578e-05
118.5         	1.982934e-05	1.903552e-05	3.381773e-05
118.6         	1.974387e-05	1.899691e-05	3.372986e-05
118.7         	1.965889e-05	1.895822e-05	3.364218e-05
118.8         	1.957449e-05	1.891947e-05	3.355466e-05
118.9         	1.948951e-05	1.888065e-05	3.346731e-05
119           	1.940575e-05	1.884180e-05	3.338012e-05
119.1         	1.932245e-05	1.880290e-05	3.329309e-05
119.2         	1.923951e-05	1.876397e-05	3.320623e-05
119.3         	1.915556e-05	1.872499e-05	3.311953e-05
119.4         	1.907319e-05	1.868599e-05	3.303299e-05
119.5         	1.899144e-05	1.864695e-05	3.294662e-05
119.6         	1.890981e-05	1.860788e-05	3.286042e-05
119.7         	1.882890e-05	1.856878e-05	3.277440e-05
119.8         	1.874842e-05	1.852971e-05	3.268863e-05
119.9         	1.866842e-05	1.849064e-05	3.260331e-05
120           	1.858897e-05	1.845157e-05	3.251868e-05
120.1         	1.850995e-05	1.841247e-05	3.243506e-05
120.2         	1.843128e-05	1.837337e-05	3.235208e-05
120.3         	1.835372e-05	1.833427e-05	3.226971e-05
120.4         	1.827681e-05	1.829519e-05	3.218776e-05
120.5         	1.820030e-05	1.825612e-05	3.210606e-05
120.6         	1.812421e-05	1.821708e-05	3.202455e-05
120.7         	1.804858e-05	1.817803e-05	3.194326e-05
120.8         	1.797397e-05	1.813899e-05	3.186221e-05
120.9         	1.789979e-05	1.809996e-05	3.178133e-05
121           	1.782782e-05	1.806095e-05	3.170060e-05
121.1         	1.775452e-05	1.802200e-05	3.162002e-05
121.2         	1.768146e-05	1.798309e-05	3.153959e-05
121.3         	1.760897e-05	1.794421e-05	3.145931e-05
121.4         	1.753650e-05	1.790534e-05	3.137917e-05
121.5         	1.746462e-05	1.786650e-05	3.129917e-05
121.6         	1.739278e-05	1.782767e-05	3.121931e-05
121.7         	1.732115e-05	1.778886e-05	3.113960e-05
121.8         	1.724989e-05	1.775008e-05	3.106004e-05
121.9         	1.717902e-05	1.771132e-05	3.098061e-05
122           	1.644543e-05	1.768030e-05	3.090078e-05
122.1         	1.675189e-05	1.763631e-05	3.082069e-05
122.2         	1.648851e-05	1.759650e-05	3.074240e-05
122.3         	1.650248e-05	1.755682e-05	3.066355e-05
122.4         	1.638377e-05	1.751856e-05	3.058504e-05
122.5         	1.635178e-05	1.748006e-05	3.050650e-05
122.6         	1.626841e-05	1.744171e-05	3.042813e-05
122.7         	1.621429e-05	1.740313e-05	3.034987e-05
122.8         	1.614129e-05	1.736466e-05	3.027177e-05
122.9         	1.608001e-05	1.732623e-05	3.019380e-05
123           	1.601251e-05	1.728789e-05	3.011598e-05
123.1         	1.594916e-05	1.724955e-05	3.003830e-05
123.2         	1.588397e-05	1.721126e-05	2.996076e-05
123.3         	1.581999e-05	1.717299e-05	2.988337e-05
123.4         	1.575587e-05	1.713475e-05	2.980611e-05
123.5         	1.569199e-05	1.709655e-05	2.972901e-05
123.6         	1.562860e-05	1.705838e-05	2.965204e-05
123.7         	1.556515e-05	1.702029e-05	2.957523e-05
123.8         	1.550232e-05	1.698228e-05	2.949856e-05
123.9         	1.543935e-05	1.694430e-05	2.942203e-05
124           	1.537699e-05	1.690635e-05	2.934565e-05
124.1         	1.531449e-05	1.686845e-05	2.926942e-05
124.2         	1.525259e-05	1.683060e-05	2.919334e-05
124.3         	1.519064e-05	1.679280e-05	2.911744e-05
124.4         	1.512918e-05	1.675503e-05	2.904173e-05
124.5         	1.506788e-05	1.671730e-05	2.896618e-05
124.6         	1.500733e-05	1.667961e-05	2.889077e-05
124.7         	1.494658e-05	1.664195e-05	2.881552e-05
124.8         	1.488577e-05	1.660433e-05	2.874046e-05
124.9         	1.482546e-05	1.656675e-05	2.866560e-05
125           	1.476550e-05	1.652920e-05	2.859094e-05
125.1         	1.470574e-05	1.649174e-05	2.851653e-05
125.2         	1.464635e-05	1.645432e-05	2.844234e-05
125.3         	1.458711e-05	1.641695e-05	2.836837e-05
125.4         	1.452817e-05	1.637961e-05	2.829458e-05
125.5         	1.446940e-05	1.634232e-05	2.822094e-05
125.6         	1.441090e-05	1.630507e-05	2.814744e-05
125.7         	1.434633e-05	1.626771e-05	2.807411e-05
125.8         	1.429604e-05	1.623077e-05	2.800098e-05
125.9         	1.423029e-05	1.619350e-05	2.792849e-05
126           	1.418203e-05	1.615661e-05	2.785678e-05
126.1         	1.411472e-05	1.611942e-05	2.778584e-05
126.2         	1.406150e-05	1.608250e-05	2.771511e-05
126.3         	1.400779e-05	1.604576e-05	2.764479e-05
126.4         	1.394659e-05	1.600872e-05	2.757468e-05
126.5         	1.389035e-05	1.597189e-05	2.750472e-05
126.6         	1.383370e-05	1.593515e-05	2.743493e-05
126.7         	1.377911e-05	1.589849e-05	2.736526e-05
126.8         	1.372340e-05	1.586186e-05	2.729574e-05
126.9         	1.366879e-05	1.582529e-05	2.722634e-05
127           	1.361332e-05	1.578879e-05	2.715709e-05
127.1         	1.355860e-05	1.575237e-05	2.708796e-05
127.2         	1.350382e-05	1.571602e-05	2.701897e-05
127.3         	1.344959e-05	1.567971e-05	2.695010e-05
127.4         	1.339544e-05	1.564345e-05	2.688137e-05
127.5         	1.334159e-05	1.560724e-05	2.681276e-05
127.6         	1.328789e-05	1.557107e-05	2.674429e-05
127.7         	1.323446e-05	1.553495e-05	2.667595e-05
127.8         	1.318121e-05	1.549891e-05	2.660774e-05
127.9         	1.312820e-05	1.546294e-05	2.653966e-05
128           	1.307542e-05	1.542701e-05	2.647171e-05
128.1         	1.302329e-05	1.539117e-05	2.640390e-05
128.2         	1.297172e-05	1.535538e-05	2.633621e-05
128.3         	1.292050e-05	1.531965e-05	2.626866e-05
128.4         	1.286967e-05	1.528395e-05	2.620124e-05
128.5         	1.281929e-05	1.524831e-05	2.613395e-05
128.6         	1.277043e-05	1.521275e-05	2.606679e-05
128.7         	1.272351e-05	1.517724e-05	2.599975e-05
128.8         	1.267513e-05	1.514177e-05	2.593286e-05
128.9         	1.262437e-05	1.510635e-05	2.586609e-05
129           	1.257791e-05	1.507098e-05	2.579953e-05
129.1         	1.253305e-05	1.503565e-05	2.573309e-05
129.2         	1.249074e-05	1.500036e-05	2.566679e-05
129.3         	1.245238e-05	1.496511e-05	2.560062e-05
129.4         	1.242148e-05	1.492992e-05	2.553459e-05
129.5         	1.240852e-05	1.489482e-05	2.546874e-05
129.6         	1.230290e-05	1.485974e-05	2.540310e-05
129.7         	1.235323e-05	1.482464e-05	2.533757e-05
129.8         	1.219709e-05	1.478948e-05	2.527206e-05
129.9         	1.238812e-05	1.475445e-05	2.520695e-05
130           	1.209825e-05	1.471965e-05	2.514185e-05
130.1         	1.202556e-05	1.468514e-05	2.507730e-05
130.2         	1.198301e-05	1.465101e-05	2.501284e-05
130.3         	1.193861e-05	1.461692e-05	2.494847e-05
130.4         	1.188869e-05	1.458274e-05	2.488422e-05
130.5         	1.184326e-05	1.454850e-05	2.482007e-05
130.6         	1.179868e-05	1.451425e-05	2.475605e-05
130.7         	1.175537e-05	1.448004e-05	2.469214e-05
130.8         	1.171450e-05	1.444591e-05	2.462837e-05
130.9         	1.167669e-05	1.441181e-05	2.456472e-05
131           	1.164388e-05	1.437774e-05	2.450120e-05
131.1         	1.162088e-05	1.434369e-05	2.443781e-05
131.2         	1.162142e-05	1.430967e-05	2.437456e-05
131.3         	1.147844e-05	1.427567e-05	2.431147e-05
131.4         	1.155510e-05	1.424162e-05	2.424836e-05
131.5         	1.154430e-05	1.420750e-05	2.418528e-05
131.6         	1.147982e-05	1.417348e-05	2.412238e-05
131.7         	1.131837e-05	1.413992e-05	2.406006e-05
131.8         	1.123828e-05	1.410672e-05	2.399841e-05
131.9         	1.119109e-05	1.407369e-05	2.393749e-05
132           	1.114633e-05	1.404063e-05	2.387686e-05
132.1         	1.110281e-05	1.400750e-05	2.381649e-05
132.2         	1.105755e-05	1.397435e-05	2.375633e-05
132.3         	1.101249e-05	1.394120e-05	2.369635e-05
132.4         	1.096756e-05	1.390811e-05	2.363653e-05
132.5         	1.092338e-05	1.387509e-05	2.357683e-05
132.6         	1.088357e-05	1.384214e-05	2.351726e-05
132.7         	1.084627e-05	1.380923e-05	2.345781e-05
132.8         	1.084277e-05	1.377641e-05	2.339848e-05
132.9         	1.078185e-05	1.374364e-05	2.333923e-05
133           	1.075000e-05	1.371090e-05	2.328015e-05
133.1         	1.066636e-05	1.367829e-05	2.322121e-05
133.2         	1.061840e-05	1.364565e-05	2.316233e-05
133.3         	1.057547e-05	1.361309e-05	2.310357e-05
133.4         	1.053220e-05	1.358062e-05	2.304493e-05
133.5         	1.049043e-05	1.354820e-05	2.298640e-05
133.6         	1.044884e-05	1.351584e-05	2.292799e-05
133.7         	1.041195e-05	1.348356e-05	2.286969e-05
133.8         	1.041169e-05	1.345133e-05	2.281153e-05
133.9         	1.037823e-05	1.341915e-05	2.275350e-05
134           	1.028810e-05	1.338703e-05	2.269564e-05
134.1         	1.027398e-05	1.335497e-05	2.263787e-05
134.2         	1.027070e-05	1.332299e-05	2.258020e-05
134.3         	1.025852e-05	1.329106e-05	2.252266e-05
134.4         	1.018021e-05	1.325919e-05	2.246535e-05
134.5         	1.008282e-05	1.322737e-05	2.240820e-05
134.6         	1.007082e-05	1.319560e-05	2.235117e-05
134.7         	1.003464e-05	1.316389e-05	2.229432e-05
134.8         	9.957255e-06	1.313223e-05	2.223774e-05
134.9         	9.916873e-06	1.310064e-05	2.218125e-05
135           	9.877341e-06	1.306916e-05	2.212489e-05
135.1         	9.838252e-06	1.303775e-05	2.206864e-05
135.2         	9.800290e-06	1.300640e-05	2.201251e-05
135.3         	9.770646e-06	1.297510e-05	2.195649e-05
135.4         	9.738393e-06	1.294386e-05	2.190058e-05
135.5         	9.777430e-06	1.291267e-05	2.184479e-05
135.6         	9.763023e-06	1.288153e-05	2.178905e-05
135.7         	9.631826e-06	1.285045e-05	2.173359e-05
135.8         	9.594531e-06	1.281942e-05	2.167811e-05
135.9         	9.529454e-06	1.278845e-05	2.162279e-05
136           	9.493729e-06	1.275755e-05	2.156756e-05
136.1         	9.456022e-06	1.272671e-05	2.151244e-05
136.2         	9.416873e-06	1.269594e-05	2.145743e-05
136.3         	9.377301e-06	1.266524e-05	2.140253e-05
136.4         	9.339768e-06	1.263460e-05	2.134775e-05
136.5         	9.302532e-06	1.260401e-05	2.129308e-05
136.6         	9.265496e-06	1.257348e-05	2.123852e-05
136.7         	9.228634e-06	1.254300e-05	2.118407e-05
136.8         	9.191938e-06	1.251258e-05	2.112974e-05
136.9         	9.155410e-06	1.248221e-05	2.107552e-05
137           	9.119051e-06	1.245189e-05	2.102142e-05
137.1         	9.082842e-06	1.242162e-05	2.096743e-05
137.2         	9.046788e-06	1.239142e-05	2.091355e-05
137.3         	9.010882e-06	1.236130e-05	2.085978e-05
137.4         	8.975124e-06	1.233123e-05	2.080615e-05
137.5         	8.939512e-06	1.230121e-05	2.075300e-05
137.6         	8.904047e-06	1.227125e-05	2.070022e-05
137.7         	8.868731e-06	1.224135e-05	2.064797e-05
137.8         	8.833574e-06	1.221150e-05	2.059604e-05
137.9         	8.798576e-06	1.218171e-05	2.054432e-05
138           	8.763725e-06	1.215202e-05	2.049280e-05
138.1         	8.729022e-06	1.212240e-05	2.044144e-05
138.2         	8.694462e-06	1.209285e-05	2.039023e-05
138.3         	8.660048e-06	1.206337e-05	2.033916e-05
138.4         	8.625777e-06	1.203395e-05	2.028819e-05
138.5         	8.591648e-06	1.200458e-05	2.023734e-05
138.6         	8.557728e-06	1.197527e-05	2.018659e-05
138.7         	8.523974e-06	1.194602e-05	2.013595e-05
138.8         	8.490461e-06	1.191685e-05	2.008542e-05
138.9         	8.456996e-06	1.188775e-05	2.003503e-05
139           	8.423674e-06	1.185873e-05	1.998474e-05
139.1         	8.390433e-06	1.182979e-05	1.993454e-05
139.2         	8.356592e-06	1.180091e-05	1.988447e-05
139.3         	8.322634e-06	1.177209e-05	1.983452e-05
139.4         	8.289792e-06	1.174331e-05	1.978471e-05
139.5         	8.257139e-06	1.171460e-05	1.973506e-05
139.6         	8.224629e-06	1.168596e-05	1.968557e-05
139.7         	8.189696e-06	1.165737e-05	1.963629e-05
139.8         	8.157090e-06	1.162883e-05	1.958714e-05
139.9         	8.124958e-06	1.160035e-05	1.953809e-05
140           	8.092963e-06	1.157192e-05	1.948913e-05
140.1         	8.061117e-06	1.154353e-05	1.944027e-05
140.2         	8.029403e-06	1.151520e-05	1.939151e-05
140.3         	7.997854e-06	1.148692e-05	1.934284e-05
140.4         	7.966469e-06	1.145875e-05	1.929428e-05
140.5         	7.935210e-06	1.143064e-05	1.924581e-05
140.6         	7.904080e-06	1.140257e-05	1.919744e-05
140.7         	7.873082e-06	1.137456e-05	1.914916e-05
140.8         	7.842482e-06	1.134660e-05	1.910099e-05
140.9         	7.811764e-06	1.131870e-05	1.905291e-05
141           	7.781120e-06	1.129084e-05	1.900493e-05
141.1         	7.750618e-06	1.126304e-05	1.895704e-05
141.2         	7.720254e-06	1.123529e-05	1.890925e-05
141.3         	7.713038e-06	1.120759e-05	1.886156e-05
141.4         	7.658949e-06	1.117999e-05	1.881390e-05
141.5         	7.627395e-06	1.115269e-05	1.876632e-05
141.6         	7.600269e-06	1.112532e-05	1.871889e-05
141.7         	7.570841e-06	1.109790e-05	1.867159e-05
141.8         	7.541486e-06	1.107048e-05	1.862438e-05
141.9         	7.511609e-06	1.104311e-05	1.857727e-05
142           	7.505177e-06	1.101581e-05	1.853026e-05
142.1         	7.451760e-06	1.098860e-05	1.848328e-05
142.2         	7.421201e-06	1.096169e-05	1.843636e-05
142.3         	7.394971e-06	1.093467e-05	1.838959e-05
142.4         	7.366437e-06	1.090759e-05	1.834296e-05
142.5         	7.337946e-06	1.088051e-05	1.829642e-05
142.6         	7.308939e-06	1.085350e-05	1.824998e-05
142.7         	7.280458e-06	1.082656e-05	1.820363e-05
142.8         	7.252181e-06	1.079969e-05	1.815738e-05
142.9         	7.224045e-06	1.077286e-05	1.811121e-05
143           	7.195971e-06	1.074608e-05	1.806515e-05
143.1         	7.166103e-06	1.071933e-05	1.801917e-05
143.2         	7.140533e-06	1.069266e-05	1.797353e-05
143.3         	7.110406e-06	1.066605e-05	1.792824e-05
143.4         	7.083677e-06	1.063951e-05	1.788323e-05
143.5         	7.055670e-06	1.061304e-05	1.783859e-05
143.6         	7.028809e-06	1.058664e-05	1.779418e-05
143.7         	7.001477e-06	1.056028e-05	1.774995e-05
143.8         	6.974558e-06	1.053396e-05	1.770587e-05
143.9         	6.947555e-06	1.050768e-05	1.766194e-05
144           	6.920814e-06	1.048146e-05	1.761816e-05
144.1         	6.894144e-06	1.045529e-05	1.757451e-05
144.2         	6.867645e-06	1.042920e-05	1.753097e-05
144.3         	6.841251e-06	1.040316e-05	1.748755e-05
144.4         	6.814991e-06	1.037718e-05	1.744424e-05
144.5         	6.788856e-06	1.035126e-05	1.740107e-05
144.6         	6.762856e-06	1.032537e-05	1.735804e-05
144.7         	6.737016e-06	1.029953e-05	1.731519e-05
144.8         	6.711304e-06	1.027374e-05	1.727245e-05
144.9         	6.685737e-06	1.024801e-05	1.722980e-05
145           	6.660309e-06	1.022233e-05	1.718722e-05
145.1         	6.635022e-06	1.019668e-05	1.714473e-05
145.2         	6.609884e-06	1.017108e-05	1.710232e-05
145.3         	6.584893e-06	1.014551e-05	1.706000e-05
145.4         	6.560040e-06	1.011999e-05	1.701776e-05
145.5         	6.535333e-06	1.009450e-05	1.697560e-05
145.6         	6.510771e-06	1.006908e-05	1.693353e-05
145.7         	6.486368e-06	1.004374e-05	1.689153e-05
145.8         	6.462113e-06	1.001843e-05	1.684961e-05
145.9         	1.291035e-04	9.993154e-06	1.680777e-05
146           	3.008916e-05	1.003855e-05	1.671069e-05
146.1         	1.309164e-04	9.883047e-06	1.674162e-05
146.2         	3.010455e-05	1.000554e-05	1.662238e-05
146.3         	1.304044e-04	9.840966e-06	1.665613e-05
146.4         	1.242671e-04	9.961280e-06	1.653575e-05
146.5         	1.245848e-04	9.879871e-06	1.650177e-05
146.6         	1.240217e-04	9.848951e-06	1.645876e-05
