# Residuals   
# Time        	p             	Ux            	Uy            
197.6         	9.705918e-06	2.874902e-06	5.216465e-06
197.7         	9.680508e-06	2.868168e-06	5.205299e-06
197.8         	9.655275e-06	2.861521e-06	5.194170e-06
197.9         	9.630073e-06	2.854804e-06	5.183033e-06
198           	9.604980e-06	2.848134e-06	5.171925e-06
198.1         	9.579890e-06	2.841480e-06	5.160834e-06
198.2         	9.554951e-06	2.834825e-06	5.149758e-06
198.3         	9.530183e-06	2.828172e-06	5.138699e-06
198.4         	9.505482e-06	2.821528e-06	5.127655e-06
198.5         	9.480719e-06	2.814894e-06	5.116630e-06
198.6         	9.456046e-06	2.808270e-06	5.105620e-06
198.7         	9.429020e-06	2.801847e-06	5.094580e-06
198.8         	9.404714e-06	2.795161e-06	5.083600e-06
198.9         	9.380550e-06	2.788518e-06	5.072638e-06
199           	9.356145e-06	2.781934e-06	5.061690e-06
199.1         	9.331661e-06	2.775378e-06	5.050756e-06
199.2         	9.307332e-06	2.768827e-06	5.039837e-06
199.3         	9.283128e-06	2.762286e-06	5.028935e-06
199.4         	9.258232e-06	2.755754e-06	5.018049e-06
199.5         	9.233986e-06	2.749233e-06	5.007179e-06
199.6         	9.210010e-06	2.742726e-06	4.996323e-06
199.7         	9.185870e-06	2.736242e-06	4.985482e-06
199.8         	9.160119e-06	2.729774e-06	4.974659e-06
199.9         	9.136330e-06	2.723319e-06	4.963861e-06
200           	9.112593e-06	2.716873e-06	4.953081e-06
200.1         	9.088917e-06	2.710441e-06	4.942317e-06
200.2         	9.065298e-06	2.704025e-06	4.931567e-06
200.3         	9.041801e-06	2.697624e-06	4.920832e-06
200.4         	9.018402e-06	2.691238e-06	4.910112e-06
200.5         	8.994920e-06	2.684863e-06	4.899418e-06
200.6         	8.971490e-06	2.678498e-06	4.888747e-06
200.7         	8.948127e-06	2.672153e-06	4.878094e-06
200.8         	8.924854e-06	2.665816e-06	4.867469e-06
200.9         	8.901643e-06	2.659489e-06	4.856886e-06
201           	8.878645e-06	2.653171e-06	4.846352e-06
201.1         	8.855549e-06	2.646862e-06	4.835841e-06
201.2         	8.831336e-06	2.640688e-06	4.825285e-06
201.3         	8.808203e-06	2.634395e-06	4.814822e-06
201.4         	8.785445e-06	2.628088e-06	4.804372e-06
201.5         	8.762655e-06	2.621817e-06	4.793998e-06
201.6         	8.739863e-06	2.615575e-06	4.783670e-06
201.7         	8.717105e-06	2.609352e-06	4.773393e-06
201.8         	8.694419e-06	2.603135e-06	4.763133e-06
201.9         	8.671798e-06	2.596923e-06	4.752886e-06
202           	8.649239e-06	2.590719e-06	4.742654e-06
202.1         	8.626755e-06	2.584523e-06	4.732435e-06
202.2         	8.604341e-06	2.578336e-06	4.722230e-06
202.3         	8.582009e-06	2.572158e-06	4.712039e-06
202.4         	8.559738e-06	2.565988e-06	4.701861e-06
202.5         	8.537516e-06	2.559826e-06	4.691708e-06
202.6         	8.515349e-06	2.553680e-06	4.681609e-06
202.7         	8.493228e-06	2.547542e-06	4.671541e-06
202.8         	8.471159e-06	2.541412e-06	4.661498e-06
202.9         	8.449139e-06	2.535290e-06	4.651476e-06
203           	8.427170e-06	2.529174e-06	4.641476e-06
203.1         	8.405243e-06	2.523066e-06	4.631494e-06
203.2         	8.383357e-06	2.516965e-06	4.621530e-06
203.3         	8.361515e-06	2.510871e-06	4.611585e-06
203.4         	8.339717e-06	2.504784e-06	4.601655e-06
203.5         	8.317966e-06	2.498703e-06	4.591742e-06
203.6         	8.296265e-06	2.492634e-06	4.581844e-06
203.7         	8.274620e-06	2.486573e-06	4.571959e-06
203.8         	8.253021e-06	2.480518e-06	4.562091e-06
203.9         	8.231461e-06	2.474469e-06	4.552235e-06
204           	8.209940e-06	2.468426e-06	4.542391e-06
204.1         	8.188456e-06	2.462395e-06	4.532561e-06
204.2         	8.167251e-06	2.456372e-06	4.522745e-06
204.3         	8.146141e-06	2.450361e-06	4.512940e-06
204.4         	8.125088e-06	2.444360e-06	4.503147e-06
204.5         	8.104084e-06	2.438364e-06	4.493365e-06
204.6         	8.083135e-06	2.432377e-06	4.483595e-06
204.7         	8.062237e-06	2.426404e-06	4.473840e-06
204.8         	8.041385e-06	2.420441e-06	4.464095e-06
204.9         	8.020852e-06	2.414479e-06	4.454360e-06
205           	8.000390e-06	2.408523e-06	4.444636e-06
205.1         	7.979990e-06	2.402574e-06	4.434922e-06
205.2         	7.957077e-06	2.396626e-06	4.425218e-06
205.3         	7.936352e-06	2.390742e-06	4.415525e-06
205.4         	7.915874e-06	2.384882e-06	4.405839e-06
205.5         	7.895198e-06	2.379031e-06	4.396164e-06
205.6         	7.876521e-06	2.373161e-06	4.386505e-06
205.7         	7.857249e-06	2.367233e-06	4.376850e-06
205.8         	7.836212e-06	2.361283e-06	4.367212e-06
205.9         	7.815410e-06	2.355362e-06	4.357586e-06
206           	7.795580e-06	2.349483e-06	4.347968e-06
206.1         	7.775828e-06	2.343622e-06	4.338368e-06
206.2         	7.756504e-06	2.337757e-06	4.328785e-06
206.3         	7.738510e-06	2.331829e-06	4.319219e-06
206.4         	7.719461e-06	2.325863e-06	4.309688e-06
206.5         	7.700314e-06	2.319879e-06	4.300181e-06
206.6         	7.681231e-06	2.313887e-06	4.290678e-06
206.7         	7.661348e-06	2.307886e-06	4.281176e-06
206.8         	7.642108e-06	2.301873e-06	4.271674e-06
206.9         	7.623243e-06	2.295843e-06	4.262172e-06
207           	7.604528e-06	2.289795e-06	4.252673e-06
207.1         	7.586098e-06	2.283724e-06	4.243174e-06
207.2         	7.567832e-06	2.277630e-06	4.233670e-06
207.3         	7.549150e-06	2.271516e-06	4.224165e-06
207.4         	7.530855e-06	2.265371e-06	4.214694e-06
207.5         	7.513012e-06	2.259190e-06	4.205255e-06
207.6         	7.495527e-06	2.252967e-06	4.195838e-06
207.7         	7.478388e-06	2.246697e-06	4.186407e-06
207.8         	7.461626e-06	2.240371e-06	4.176957e-06
207.9         	7.446559e-06	2.233985e-06	4.167483e-06
208           	7.439478e-06	2.227529e-06	4.157981e-06
208.1         	7.421460e-06	2.220987e-06	4.148453e-06
208.2         	7.405302e-06	2.214344e-06	4.138854e-06
208.3         	7.388038e-06	2.207580e-06	4.129207e-06
208.4         	7.377191e-06	2.200673e-06	4.119502e-06
208.5         	7.369142e-06	2.193590e-06	4.109710e-06
208.6         	7.365076e-06	2.186295e-06	4.099829e-06
208.7         	7.368549e-06	2.178709e-06	4.089820e-06
208.8         	7.387412e-06	2.170726e-06	4.079604e-06
208.9         	7.441134e-06	2.162171e-06	4.069071e-06
209           	7.360814e-06	2.152709e-06	4.057985e-06
209.1         	7.555923e-06	2.142008e-06	4.046663e-06
209.2         	7.294239e-06	2.133026e-06	4.037921e-06
209.3         	7.222497e-06	2.131470e-06	4.031138e-06
209.4         	7.191765e-06	2.129095e-06	4.023140e-06
209.5         	7.472056e-06	2.124661e-06	4.014388e-06
209.6         	7.477445e-06	2.119058e-06	4.006379e-06
209.7         	7.324384e-06	2.116318e-06	3.999362e-06
209.8         	7.299283e-06	2.113341e-06	3.990859e-06
209.9         	7.424345e-06	2.106244e-06	3.980978e-06
210           	7.147821e-06	2.099630e-06	3.973665e-06
210.1         	7.068907e-06	2.100310e-06	3.968331e-06
210.2         	7.018127e-06	2.101046e-06	3.961805e-06
210.3         	7.215996e-06	2.099199e-06	3.954603e-06
210.4         	7.334485e-06	2.096666e-06	3.948013e-06
210.5         	7.078801e-06	2.096938e-06	3.942912e-06
210.6         	7.047351e-06	2.099358e-06	3.936985e-06
210.7         	6.961260e-06	2.097131e-06	3.929746e-06
210.8         	6.951819e-06	2.094692e-06	3.922537e-06
210.9         	6.929486e-06	2.091725e-06	3.915069e-06
211           	6.909727e-06	2.088705e-06	3.907542e-06
211.1         	6.889784e-06	2.085605e-06	3.899951e-06
211.2         	6.870098e-06	2.082414e-06	3.892322e-06
211.3         	6.851137e-06	2.079122e-06	3.884664e-06
211.4         	6.832434e-06	2.075741e-06	3.876991e-06
211.5         	6.813889e-06	2.072286e-06	3.869313e-06
211.6         	6.795599e-06	2.068766e-06	3.861610e-06
211.7         	6.779029e-06	2.065186e-06	3.853894e-06
211.8         	6.762714e-06	2.061549e-06	3.846170e-06
211.9         	6.746704e-06	2.057859e-06	3.838455e-06
212           	6.731248e-06	2.054118e-06	3.830725e-06
212.1         	6.716656e-06	2.050329e-06	3.822982e-06
212.2         	6.702878e-06	2.046497e-06	3.815228e-06
212.3         	6.690326e-06	2.042623e-06	3.807465e-06
212.4         	6.679742e-06	2.038713e-06	3.799695e-06
212.5         	6.673612e-06	2.034765e-06	3.791921e-06
212.6         	6.675332e-06	2.030776e-06	3.784148e-06
212.7         	6.694279e-06	2.026742e-06	3.776387e-06
212.8         	6.773306e-06	2.022659e-06	3.768666e-06
212.9         	6.582344e-06	2.018516e-06	3.761106e-06
213           	6.831757e-06	2.014216e-06	3.752941e-06
213.1         	6.766131e-06	2.009766e-06	3.744202e-06
213.2         	6.559907e-06	2.005420e-06	3.735919e-06
213.3         	6.551721e-06	2.001433e-06	3.728385e-06
213.4         	6.547967e-06	1.997688e-06	3.720919e-06
213.5         	6.553844e-06	1.993919e-06	3.713439e-06
213.6         	6.590009e-06	1.990013e-06	3.705963e-06
213.7         	6.661172e-06	1.985967e-06	3.698532e-06
213.8         	6.678710e-06	1.981804e-06	3.691197e-06
213.9         	6.735823e-06	1.977468e-06	3.682581e-06
214           	6.439336e-06	1.973001e-06	3.674059e-06
214.1         	6.405974e-06	1.968837e-06	3.666597e-06
214.2         	6.388596e-06	1.965095e-06	3.659253e-06
214.3         	6.370714e-06	1.961440e-06	3.651865e-06
214.4         	6.372889e-06	1.957676e-06	3.644418e-06
214.5         	6.356922e-06	1.953782e-06	3.636891e-06
214.6         	6.319637e-06	1.949794e-06	3.629419e-06
214.7         	6.307992e-06	1.945770e-06	3.621904e-06
214.8         	6.408530e-06	1.941726e-06	3.614371e-06
214.9         	6.419113e-06	1.937690e-06	3.606616e-06
215           	6.255189e-06	1.933586e-06	3.599481e-06
215.1         	6.263171e-06	1.929480e-06	3.591943e-06
215.2         	6.249315e-06	1.925374e-06	3.584372e-06
215.3         	6.208287e-06	1.921244e-06	3.576916e-06
215.4         	6.192730e-06	1.917120e-06	3.569405e-06
215.5         	6.177395e-06	1.912991e-06	3.561901e-06
215.6         	6.169159e-06	1.908858e-06	3.554397e-06
215.7         	6.284657e-06	1.904722e-06	3.546879e-06
215.8         	6.291173e-06	1.900614e-06	3.539125e-06
215.9         	6.131090e-06	1.896433e-06	3.532090e-06
216           	6.102540e-06	1.892261e-06	3.524625e-06
216.1         	6.088533e-06	1.888111e-06	3.517172e-06
216.2         	6.072972e-06	1.883962e-06	3.509749e-06
216.3         	6.058158e-06	1.879814e-06	3.502339e-06
216.4         	6.043383e-06	1.875664e-06	3.494943e-06
216.5         	6.028627e-06	1.871512e-06	3.487570e-06
216.6         	6.017559e-06	1.867363e-06	3.480211e-06
216.7         	6.063019e-06	1.863221e-06	3.472864e-06
216.8         	6.058903e-06	1.859095e-06	3.465410e-06
216.9         	5.972191e-06	1.854939e-06	3.458285e-06
217           	5.955235e-06	1.850791e-06	3.450964e-06
217.1         	5.940687e-06	1.846650e-06	3.443666e-06
217.2         	5.926130e-06	1.842512e-06	3.436380e-06
217.3         	5.911610e-06	1.838377e-06	3.429096e-06
217.4         	5.897551e-06	1.834243e-06	3.421820e-06
217.5         	5.892734e-06	1.830110e-06	3.414556e-06
217.6         	5.882255e-06	1.825981e-06	3.407312e-06
217.7         	5.854035e-06	1.821863e-06	3.400038e-06
217.8         	5.839830e-06	1.817749e-06	3.392798e-06
217.9         	5.825478e-06	1.813639e-06	3.385568e-06
218           	5.811174e-06	1.809532e-06	3.378349e-06
218.1         	5.796908e-06	1.805430e-06	3.371140e-06
218.2         	5.782674e-06	1.801335e-06	3.363939e-06
218.3         	5.768478e-06	1.797244e-06	3.356748e-06
218.4         	5.754341e-06	1.793156e-06	3.349565e-06
218.5         	5.740242e-06	1.789072e-06	3.342392e-06
218.6         	5.726185e-06	1.784992e-06	3.335227e-06
218.7         	5.712165e-06	1.780916e-06	3.328072e-06
218.8         	5.698171e-06	1.776849e-06	3.320927e-06
218.9         	5.684226e-06	1.772787e-06	3.313793e-06
219           	5.670331e-06	1.768729e-06	3.306668e-06
219.1         	5.656467e-06	1.764680e-06	3.299552e-06
219.2         	5.642661e-06	1.760636e-06	3.292449e-06
219.3         	5.628914e-06	1.756598e-06	3.285356e-06
219.4         	5.615207e-06	1.752564e-06	3.278310e-06
219.5         	5.601541e-06	1.748534e-06	3.271305e-06
219.6         	5.587906e-06	1.744510e-06	3.264331e-06
219.7         	5.574295e-06	1.740491e-06	3.257366e-06
219.8         	5.560722e-06	1.736477e-06	3.250411e-06
219.9         	5.547205e-06	1.732468e-06	3.243464e-06
220           	5.533745e-06	1.728464e-06	3.236526e-06
220.1         	5.520309e-06	1.724469e-06	3.229598e-06
220.2         	5.506908e-06	1.720483e-06	3.222679e-06
220.3         	5.491025e-06	1.716663e-06	3.215757e-06
220.4         	5.478468e-06	1.712571e-06	3.208858e-06
220.5         	5.465658e-06	1.708583e-06	3.201970e-06
220.6         	5.451320e-06	1.704729e-06	3.195096e-06
220.7         	5.439144e-06	1.700680e-06	3.188223e-06
220.8         	5.424256e-06	1.696744e-06	3.181391e-06
220.9         	5.412700e-06	1.692888e-06	3.174600e-06
221           	5.399307e-06	1.689087e-06	3.167842e-06
221.1         	5.385484e-06	1.685283e-06	3.161098e-06
221.2         	5.373277e-06	1.681401e-06	3.154350e-06
221.3         	5.360436e-06	1.677495e-06	3.147620e-06
221.4         	5.347595e-06	1.673590e-06	3.140917e-06
221.5         	5.333857e-06	1.669697e-06	3.134230e-06
221.6         	5.320472e-06	1.665814e-06	3.127560e-06
221.7         	5.307962e-06	1.662022e-06	3.120934e-06
221.8         	5.293193e-06	1.658267e-06	3.114328e-06
221.9         	5.278875e-06	1.654481e-06	3.107734e-06
222           	5.266493e-06	1.650638e-06	3.101133e-06
222.1         	5.253802e-06	1.646781e-06	3.094542e-06
222.2         	5.241113e-06	1.642929e-06	3.087964e-06
222.3         	5.228280e-06	1.639091e-06	3.081394e-06
222.4         	5.215498e-06	1.635262e-06	3.074834e-06
222.5         	5.202814e-06	1.631439e-06	3.068285e-06
222.6         	5.189591e-06	1.627627e-06	3.061747e-06
222.7         	5.176549e-06	1.623825e-06	3.055219e-06
222.8         	5.163893e-06	1.620030e-06	3.048699e-06
222.9         	5.151265e-06	1.616241e-06	3.042188e-06
223           	5.138677e-06	1.612458e-06	3.035686e-06
223.1         	5.126121e-06	1.608681e-06	3.029195e-06
223.2         	5.113590e-06	1.604909e-06	3.022713e-06
223.3         	5.101080e-06	1.601143e-06	3.016241e-06
223.4         	5.088592e-06	1.597385e-06	3.009777e-06
223.5         	5.076128e-06	1.593635e-06	3.003323e-06
223.6         	5.063687e-06	1.589891e-06	2.996877e-06
223.7         	5.051276e-06	1.586152e-06	2.990440e-06
223.8         	5.038904e-06	1.582419e-06	2.984014e-06
223.9         	5.026471e-06	1.578693e-06	2.977595e-06
224           	5.013708e-06	1.574978e-06	2.971186e-06
224.1         	5.001449e-06	1.571268e-06	2.964783e-06
224.2         	4.989191e-06	1.567563e-06	2.958390e-06
224.3         	4.976969e-06	1.563861e-06	2.952005e-06
224.4         	4.964785e-06	1.560164e-06	2.945628e-06
224.5         	4.952631e-06	1.556473e-06	2.939262e-06
224.6         	4.940508e-06	1.552787e-06	2.932905e-06
224.7         	4.928408e-06	1.549106e-06	2.926558e-06
224.8         	4.915671e-06	1.545430e-06	2.920220e-06
224.9         	4.903686e-06	1.541758e-06	2.913888e-06
225           	4.891720e-06	1.538089e-06	2.907565e-06
225.1         	4.879800e-06	1.534427e-06	2.901253e-06
225.2         	4.867924e-06	1.530774e-06	2.894948e-06
225.3         	4.856079e-06	1.527129e-06	2.888658e-06
225.4         	4.844253e-06	1.523491e-06	2.882416e-06
225.5         	4.832448e-06	1.519863e-06	2.876212e-06
225.6         	4.820675e-06	1.516239e-06	2.870021e-06
225.7         	4.808928e-06	1.512625e-06	2.863838e-06
225.8         	4.797204e-06	1.509015e-06	2.857663e-06
225.9         	4.785511e-06	1.505415e-06	2.851496e-06
226           	4.773845e-06	1.501819e-06	2.845337e-06
226.1         	4.762198e-06	1.498228e-06	2.839189e-06
226.2         	4.750576e-06	1.494641e-06	2.833050e-06
226.3         	4.738983e-06	1.491057e-06	2.826920e-06
226.4         	4.361385e-06	1.494104e-06	2.820410e-06
226.5         	4.476194e-06	1.485948e-06	2.814674e-06
226.6         	4.459637e-06	1.482487e-06	2.808579e-06
226.7         	4.449387e-06	1.479011e-06	2.802465e-06
226.8         	4.437920e-06	1.475509e-06	2.796377e-06
226.9         	4.426341e-06	1.471980e-06	2.790335e-06
227           	4.415374e-06	1.468419e-06	2.784319e-06
227.1         	4.404548e-06	1.464854e-06	2.778319e-06
227.2         	4.393721e-06	1.461299e-06	2.772333e-06
227.3         	4.382852e-06	1.457757e-06	2.766372e-06
227.4         	4.371963e-06	1.454229e-06	2.760424e-06
227.5         	4.361089e-06	1.450705e-06	2.754490e-06
227.6         	4.350264e-06	1.447181e-06	2.748562e-06
227.7         	4.339492e-06	1.443658e-06	2.742647e-06
227.8         	4.328911e-06	1.440136e-06	2.736738e-06
227.9         	4.318363e-06	1.436620e-06	2.730837e-06
228           	4.307844e-06	1.433108e-06	2.724945e-06
228.1         	4.297370e-06	1.429597e-06	2.719059e-06
228.2         	4.286936e-06	1.426088e-06	2.713179e-06
228.3         	4.276533e-06	1.422579e-06	2.707308e-06
228.4         	4.266163e-06	1.419071e-06	2.701442e-06
228.5         	4.255825e-06	1.415563e-06	2.695582e-06
228.6         	4.245523e-06	1.412060e-06	2.689727e-06
228.7         	4.235268e-06	1.408556e-06	2.683879e-06
228.8         	4.225042e-06	1.405052e-06	2.678036e-06
228.9         	4.214847e-06	1.401546e-06	2.672198e-06
229           	4.204691e-06	1.398040e-06	2.666364e-06
229.1         	4.194821e-06	1.394531e-06	2.660534e-06
229.2         	4.184716e-06	1.391022e-06	2.654708e-06
229.3         	4.174650e-06	1.387510e-06	2.648887e-06
229.4         	4.164634e-06	1.383996e-06	2.643070e-06
229.5         	4.154778e-06	1.380478e-06	2.637257e-06
229.6         	4.144826e-06	1.376955e-06	2.631447e-06
229.7         	4.134922e-06	1.373427e-06	2.625639e-06
229.8         	4.125064e-06	1.369897e-06	2.619834e-06
229.9         	4.115254e-06	1.366363e-06	2.614030e-06
230           	4.105509e-06	1.362827e-06	2.608228e-06
230.1         	4.095830e-06	1.359288e-06	2.602426e-06
230.2         	4.086208e-06	1.355745e-06	2.596625e-06
230.3         	4.076649e-06	1.352192e-06	2.590823e-06
230.4         	4.067171e-06	1.348628e-06	2.585022e-06
230.5         	4.057775e-06	1.345054e-06	2.579220e-06
230.6         	4.048461e-06	1.341469e-06	2.573417e-06
230.7         	4.039243e-06	1.337871e-06	2.567609e-06
230.8         	4.030147e-06	1.334261e-06	2.561799e-06
230.9         	4.021231e-06	1.330633e-06	2.555985e-06
231           	4.012620e-06	1.326988e-06	2.550164e-06
231.1         	4.004763e-06	1.323322e-06	2.544338e-06
231.2         	4.001111e-06	1.319631e-06	2.538505e-06
231.3         	3.990462e-06	1.315911e-06	2.532707e-06
231.4         	3.991757e-06	1.312159e-06	2.526917e-06
231.5         	3.969035e-06	1.308370e-06	2.521084e-06
231.6         	3.961137e-06	1.304539e-06	2.515258e-06
231.7         	3.953570e-06	1.300663e-06	2.509411e-06
231.8         	3.946401e-06	1.296736e-06	2.503539e-06
231.9         	3.939736e-06	1.292751e-06	2.497635e-06
232           	3.933733e-06	1.288692e-06	2.491693e-06
232.1         	3.928525e-06	1.284547e-06	2.485710e-06
232.2         	3.924678e-06	1.280299e-06	2.479671e-06
232.3         	3.922679e-06	1.275923e-06	2.473562e-06
232.4         	3.923604e-06	1.271391e-06	2.467366e-06
232.5         	3.929787e-06	1.266664e-06	2.461055e-06
232.6         	3.946910e-06	1.261611e-06	2.454590e-06
232.7         	3.984298e-06	1.256264e-06	2.447893e-06
232.8         	3.968285e-06	1.250380e-06	2.440826e-06
232.9         	4.112093e-06	1.243662e-06	2.433473e-06
233           	3.899847e-06	1.237591e-06	2.428198e-06
233.1         	3.849590e-06	1.237391e-06	2.424765e-06
233.2         	3.828814e-06	1.236874e-06	2.420301e-06
233.3         	3.800537e-06	1.235370e-06	2.415249e-06
233.4         	3.788314e-06	1.232436e-06	2.409947e-06
233.5         	4.344536e-06	1.228621e-06	2.404495e-06
233.6         	4.121736e-06	1.225550e-06	2.401157e-06
233.7         	4.032807e-06	1.227428e-06	2.397616e-06
233.8         	3.903496e-06	1.224086e-06	2.391705e-06
233.9         	3.811947e-06	1.221119e-06	2.386119e-06
234           	3.981913e-06	1.215746e-06	2.380059e-06
234.1         	3.803150e-06	1.212116e-06	2.376211e-06
234.2         	3.764519e-06	1.213256e-06	2.373708e-06
234.3         	3.737655e-06	1.214503e-06	2.370212e-06
234.4         	3.701785e-06	1.214628e-06	2.366182e-06
234.5         	3.681437e-06	1.213455e-06	2.361972e-06
234.6         	4.212816e-06	1.211628e-06	2.357710e-06
234.7         	3.984853e-06	1.210724e-06	2.355591e-06
234.8         	3.881665e-06	1.214728e-06	2.353285e-06
234.9         	3.695005e-06	1.213989e-06	2.348946e-06
235           	3.705243e-06	1.213954e-06	2.345283e-06
235.1         	3.675235e-06	1.212472e-06	2.341080e-06
235.2         	3.669797e-06	1.211034e-06	2.336965e-06
235.3         	3.660772e-06	1.209546e-06	2.332749e-06
235.4         	3.651373e-06	1.208113e-06	2.328486e-06
235.5         	3.641043e-06	1.206669e-06	2.324179e-06
235.6         	3.630563e-06	1.205160e-06	2.319842e-06
235.7         	3.620570e-06	1.203563e-06	2.315482e-06
235.8         	3.611010e-06	1.201893e-06	2.311100e-06
235.9         	3.601727e-06	1.200169e-06	2.306697e-06
236           	3.592529e-06	1.198406e-06	2.302273e-06
236.1         	3.583332e-06	1.196608e-06	2.297831e-06
236.2         	3.574461e-06	1.194774e-06	2.293371e-06
236.3         	3.566372e-06	1.192903e-06	2.288896e-06
236.4         	3.558413e-06	1.190996e-06	2.284408e-06
236.5         	3.550615e-06	1.189054e-06	2.279909e-06
236.6         	3.543036e-06	1.187084e-06	2.275399e-06
236.7         	3.535876e-06	1.185085e-06	2.270878e-06
236.8         	3.529004e-06	1.183059e-06	2.266351e-06
236.9         	3.522506e-06	1.181005e-06	2.261819e-06
237           	3.516527e-06	1.178924e-06	2.257284e-06
237.1         	3.511303e-06	1.176816e-06	2.252753e-06
237.2         	3.507184e-06	1.174682e-06	2.248221e-06
237.3         	3.504848e-06	1.172521e-06	2.243702e-06
237.4         	3.505854e-06	1.170333e-06	2.239205e-06
237.5         	3.513906e-06	1.168114e-06	2.234726e-06
237.6         	3.536944e-06	1.165862e-06	2.230260e-06
237.7         	3.610940e-06	1.163572e-06	2.225833e-06
237.8         	3.567275e-06	1.161234e-06	2.221546e-06
237.9         	3.557407e-06	1.158798e-06	2.216393e-06
238           	3.651309e-06	1.156289e-06	2.211412e-06
238.1         	3.433472e-06	1.153941e-06	2.206407e-06
238.2         	3.431603e-06	1.151783e-06	2.202184e-06
238.3         	3.428744e-06	1.149822e-06	2.197966e-06
238.4         	3.424362e-06	1.147882e-06	2.193689e-06
238.5         	3.420583e-06	1.145854e-06	2.189361e-06
238.6         	3.423290e-06	1.143724e-06	2.185006e-06
238.7         	3.428969e-06	1.141601e-06	2.180691e-06
238.8         	3.448981e-06	1.139424e-06	2.176352e-06
238.9         	3.514069e-06	1.137141e-06	2.171988e-06
239           	3.449464e-06	1.134786e-06	2.167766e-06
239.1         	3.422533e-06	1.132330e-06	2.162788e-06
239.2         	3.624028e-06	1.129802e-06	2.157987e-06
239.3         	3.341068e-06	1.127425e-06	2.152840e-06
239.4         	3.332652e-06	1.125216e-06	2.148707e-06
239.5         	3.328136e-06	1.123235e-06	2.144583e-06
239.6         	3.323328e-06	1.121341e-06	2.140415e-06
239.7         	3.312803e-06	1.119446e-06	2.136229e-06
239.8         	3.304946e-06	1.117420e-06	2.131973e-06
239.9         	3.297517e-06	1.115256e-06	2.127659e-06
240           	3.285945e-06	1.113028e-06	2.123344e-06
240.1         	3.278404e-06	1.110778e-06	2.119005e-06
240.2         	3.285176e-06	1.108526e-06	2.114652e-06
240.3         	3.323072e-06	1.106280e-06	2.110265e-06
240.4         	3.351069e-06	1.104045e-06	2.105789e-06
240.5         	3.245857e-06	1.101743e-06	2.101695e-06
240.6         	3.238327e-06	1.099449e-06	2.097313e-06
240.7         	3.258688e-06	1.097147e-06	2.092943e-06
240.8         	3.252807e-06	1.094849e-06	2.088526e-06
240.9         	3.215588e-06	1.092552e-06	2.084231e-06
241           	3.208237e-06	1.090254e-06	2.079870e-06
241.1         	3.200866e-06	1.087957e-06	2.075509e-06
241.2         	3.193060e-06	1.085658e-06	2.071158e-06
241.3         	3.185712e-06	1.083359e-06	2.066807e-06
241.4         	3.181133e-06	1.081060e-06	2.062457e-06
241.5         	3.204444e-06	1.078764e-06	2.058096e-06
241.6         	3.242871e-06	1.076481e-06	2.053690e-06
241.7         	3.274820e-06	1.074197e-06	2.049281e-06
241.8         	3.167362e-06	1.071838e-06	2.045243e-06
241.9         	3.152216e-06	1.069527e-06	2.040898e-06
242           	3.135279e-06	1.067209e-06	2.036613e-06
242.1         	3.128410e-06	1.064897e-06	2.032306e-06
242.2         	3.121412e-06	1.062588e-06	2.028003e-06
242.3         	3.114405e-06	1.060283e-06	2.023705e-06
242.4         	3.108032e-06	1.057981e-06	2.019415e-06
242.5         	3.100403e-06	1.055678e-06	2.015129e-06
242.6         	3.093389e-06	1.053376e-06	2.010858e-06
242.7         	3.086404e-06	1.051074e-06	2.006590e-06
242.8         	3.081513e-06	1.048773e-06	2.002325e-06
242.9         	3.097095e-06	1.046474e-06	1.998064e-06
243           	3.088208e-06	1.044188e-06	1.993768e-06
243.1         	3.065694e-06	1.041874e-06	1.989589e-06
243.2         	3.054636e-06	1.039576e-06	1.985385e-06
243.3         	3.071429e-06	1.037287e-06	1.981174e-06
243.4         	3.064940e-06	1.035004e-06	1.976932e-06
243.5         	3.031164e-06	1.032714e-06	1.972842e-06
243.6         	3.024405e-06	1.030428e-06	1.968685e-06
243.7         	3.017651e-06	1.028146e-06	1.964533e-06
243.8         	3.010906e-06	1.025866e-06	1.960386e-06
243.9         	3.004169e-06	1.023587e-06	1.956246e-06
244           	2.997448e-06	1.021311e-06	1.952112e-06
244.1         	2.990861e-06	1.019036e-06	1.947984e-06
244.2         	2.984156e-06	1.016763e-06	1.943861e-06
244.3         	2.977475e-06	1.014493e-06	1.939744e-06
244.4         	2.970822e-06	1.012229e-06	1.935632e-06
244.5         	2.964187e-06	1.009966e-06	1.931526e-06
244.6         	2.957571e-06	1.007706e-06	1.927426e-06
244.7         	2.950985e-06	1.005448e-06	1.923331e-06
244.8         	2.945048e-06	1.003192e-06	1.919241e-06
244.9         	2.946907e-06	1.000939e-06	1.915159e-06
245           	2.942508e-06	9.986887e-07	1.911091e-06
245.1         	2.925450e-06	9.964408e-07	1.906999e-06
245.2         	2.918409e-06	9.941965e-07	1.902947e-06
245.3         	2.911860e-06	9.919550e-07	1.898907e-06
245.4         	2.905377e-06	9.897165e-07	1.894876e-06
245.5         	2.898918e-06	9.874808e-07	1.890856e-06
245.6         	2.892482e-06	9.852492e-07	1.886842e-06
245.7         	2.886061e-06	9.830213e-07	1.882836e-06
245.8         	2.879655e-06	9.807969e-07	1.878837e-06
245.9         	2.873269e-06	9.785778e-07	1.874845e-06
246           	2.866902e-06	9.763630e-07	1.870860e-06
