Zeit_s,T_ref_C,RTD_dig,T_Pt100_C
4395.0,25.94,8539,30.98
4400.0,25.94,8539,30.98
4405.0,25.94,8537,30.88
4410.0,25.87,8536,30.88
4415.0,25.87,8535,30.88
4420.0,25.87,8535,30.85
4425.0,25.87,8536,30.85
4430.0,25.81,8534,30.85
4435.0,25.81,8534,30.81
4440.0,25.81,8533,30.81
4445.0,25.75,8532,30.75
4450.0,25.75,8533,30.78
4455.0,25.75,8532,30.75
4460.0,25.75,8532,30.75
4465.0,25.69,8531,30.75
4470.0,25.69,8531,30.71
4475.0,25.69,8530,30.68
4480.0,25.69,8530,30.64
4485.0,25.62,8528,30.64
4490.0,25.62,8528,30.64
4495.0,25.62,8528,30.64
4500.0,25.56,8528,30.61
4505.0,25.56,8528,30.61
4510.0,25.56,8527,30.58
4515.0,25.56,8526,30.58
4520.0,25.5,8526,30.58
4525.0,25.5,8526,30.54
4530.0,25.5,8525,30.51
4535.0,25.5,8525,30.51
4540.0,25.44,8523,30.47
4545.0,25.44,8523,30.47
4550.0,25.44,8522,30.44
4555.0,25.37,8522,30.41
4560.0,25.37,8521,30.41
4565.0,25.37,8521,30.37
4570.0,25.37,8520,30.37
4575.0,25.37,8520,30.37
4580.0,25.31,8519,30.34
4585.0,25.31,8519,30.31
4590.0,25.25,8519,30.31
4595.0,25.25,8518,30.27
4600.0,25.25,8518,30.27
4605.0,25.25,8517,30.24
4610.0,25.19,8517,30.24
4615.0,25.19,8516,30.2
4620.0,25.19,8515,30.2
4625.0,25.19,8515,30.17
4630.0,25.12,8515,30.17
4635.0,25.12,8514,30.17
4640.0,25.12,8514,30.14
4645.0,25.06,8513,30.1
4650.0,25.06,8513,30.1
4655.0,25.06,8512,30.07
4660.0,25.06,8513,30.07
4665.0,25.06,8513,30.03
4670.0,25.0,8512,30.07
4675.0,25.0,8511,30.07
4680.0,25.0,8510,30.0
4685.0,25.0,8509,30.0
4690.0,24.94,8509,30.0
4695.0,24.94,8508,29.93
4700.0,24.94,8508,29.93
4705.0,24.94,8508,29.93
4710.0,24.87,8507,29.93
4715.0,24.87,8505,29.86
4720.0,24.87,8506,29.83
4725.0,24.87,8506,29.86
4730.0,24.81,8505,29.83
4735.0,24.81,8504,29.83
4740.0,24.81,8505,29.83
4745.0,24.81,8505,29.86
4750.0,24.75,8505,29.83
4755.0,24.75,8504,29.83
4760.0,24.75,8504,29.8
4765.0,24.75,8503,29.8
4770.0,24.69,8503,29.76
4775.0,24.69,8502,29.73
4780.0,24.69,8501,29.73
4785.0,24.69,8501,29.7
4790.0,24.62,8500,29.66
4795.0,24.62,8500,29.66
4800.0,24.62,8499,29.63
4805.0,24.62,8499,29.63
4810.0,24.62,8498,29.59
4815.0,24.56,8498,29.59
4820.0,24.56,8498,29.59
4825.0,24.56,8498,29.59
4830.0,24.5,8496,29.56
4835.0,24.5,8496,29.53
4840.0,24.5,8496,29.53
4845.0,24.5,8495,29.53
4850.0,24.44,8495,29.49
4855.0,24.44,8495,29.49
4860.0,24.44,8494,29.49
4865.0,24.44,8493,29.46
4870.0,24.44,8493,29.42
4875.0,24.37,8493,29.42
4880.0,24.37,8492,29.39
4885.0,24.37,8492,29.36
4890.0,24.37,8491,29.36
4895.0,24.31,8490,29.36
4900.0,24.31,8491,29.32
4905.0,24.31,8490,29.36
4910.0,24.31,8489,29.32
4915.0,24.25,8490,29.32
4920.0,24.25,8489,29.29
4925.0,24.25,8489,29.29
4930.0,24.25,8488,29.26
4935.0,24.25,8487,29.26
4940.0,24.19,8487,29.22
4945.0,24.19,8486,29.19
4950.0,24.19,8486,29.19
4955.0,24.19,8486,29.19
4960.0,24.12,8484,29.15
4965.0,24.12,8485,29.15
4970.0,24.12,8485,29.12
4975.0,24.06,8483,29.12
4980.0,24.06,8484,29.09
4985.0,24.06,8484,29.09
4990.0,24.06,8483,29.05
4995.0,24.06,8482,29.05
5000.0,24.0,8482,29.05
5005.0,24.0,8481,29.05
5010.0,24.0,8480,29.02
5015.0,24.0,8480,28.98
5020.0,24.0,8480,29.02
5025.0,23.94,8479,28.95
5030.0,23.94,8479,28.92
5035.0,23.94,8478,28.95
5040.0,23.94,8477,28.88
5045.0,23.87,8478,28.88
5050.0,23.87,8477,28.92
5055.0,23.87,8476,28.88
5060.0,23.87,8476,28.88
5065.0,23.87,8477,28.88
5070.0,23.81,8476,28.85
5075.0,23.81,8476,28.85
5080.0,23.81,8476,28.81
5085.0,23.75,8475,28.85
5090.0,23.75,8475,28.81
5095.0,23.75,8474,28.81
5100.0,23.75,8474,28.78
5105.0,23.75,8473,28.75
5110.0,23.69,8473,28.78
5115.0,23.69,8473,28.75
5120.0,23.69,8473,28.71
5125.0,23.69,8472,28.75
5130.0,23.69,8472,28.71
5135.0,23.62,8472,28.71
5140.0,23.62,8471,28.68
5145.0,23.62,8471,28.65
5150.0,23.56,8470,28.65
5155.0,23.56,8470,28.65
5160.0,23.56,8469,28.65
5165.0,23.56,8468,28.61
5170.0,23.56,8469,28.58
5175.0,23.56,8468,28.58
5180.0,23.56,8468,28.58
5185.0,23.5,8467,28.58
5190.0,23.5,8467,28.54
5195.0,23.5,8466,28.51
5200.0,23.5,8466,28.51
5205.0,23.44,8465,28.51
5210.0,23.44,8465,28.48
5215.0,23.44,8464,28.48
5220.0,23.44,8464,28.44
5225.0,23.37,8464,28.44
5230.0,23.37,8464,28.44
5235.0,23.37,8463,28.41
5240.0,23.37,8462,28.41
5245.0,23.37,8463,28.41
5250.0,23.37,8462,28.37
5255.0,23.31,8462,28.37
5260.0,23.31,8461,28.37
5265.0,23.31,8461,28.37
5270.0,23.31,8461,28.37
5275.0,23.31,8460,28.34
5280.0,23.25,8461,28.31
5285.0,23.25,8460,28.31
5290.0,23.25,8460,28.31
5295.0,23.25,8459,28.27
5300.0,23.19,8459,28.27
5305.0,23.19,8458,28.24
5310.0,23.19,8458,28.24
5315.0,23.19,8458,28.21
5320.0,23.19,8457,28.21
5325.0,23.12,8457,28.21
5330.0,23.12,8456,28.21
5335.0,23.12,8456,28.17
5340.0,23.12,8455,28.17
5345.0,23.12,8455,28.17
5350.0,23.06,8456,28.14
5355.0,23.06,8455,28.14
5360.0,23.06,8454,28.14
5365.0,23.06,8454,28.14
5370.0,23.06,8454,28.1
5375.0,23.0,8453,28.07
5380.0,23.0,8453,28.1
5385.0,23.0,8452,28.04
5390.0,23.0,8452,28.04
5395.0,23.0,8451,28.04
5400.0,23.0,8452,28.04
5405.0,22.94,8451,28.04
5410.0,22.94,8451,28.0
5415.0,22.94,8450,27.97
5420.0,22.94,8449,27.97
5425.0,22.87,8450,27.97
5430.0,22.87,8449,27.93
5435.0,22.87,8449,27.93
5440.0,22.87,8448,27.9
5445.0,22.87,8449,27.93
5450.0,22.87,8447,27.9
5455.0,22.81,8447,27.87
5460.0,22.81,8446,27.87
5465.0,22.81,8446,27.87
5470.0,22.81,8447,27.83
5475.0,22.81,8446,27.83
5480.0,22.75,8446,27.83
5485.0,22.75,8446,27.8
5490.0,22.75,8445,27.83
5495.0,22.75,8445,27.8
5500.0,22.75,8445,27.83
5505.0,22.75,8444,27.8
5510.0,22.69,8444,27.8
5515.0,22.69,8444,27.77
5520.0,22.69,8444,27.77
5525.0,22.69,8444,27.77
5530.0,22.69,8443,27.73
5535.0,22.62,8442,27.73
5540.0,22.62,8442,27.7
5545.0,22.62,8441,27.66
5550.0,22.62,8441,27.66
5555.0,22.62,8441,27.66
5560.0,22.56,8441,27.63
5565.0,22.56,8440,27.63
5570.0,22.56,8440,27.63
5575.0,22.56,8440,27.63
5580.0,22.56,8439,27.63
5585.0,22.5,8439,27.6
5590.0,22.5,8438,27.6
5595.0,22.5,8438,27.56
5600.0,22.5,8438,27.56
5605.0,22.5,8437,27.56
5610.0,22.5,8437,27.53
5615.0,22.5,8437,27.53
5620.0,22.44,8436,27.49
5625.0,22.44,8436,27.49
5630.0,22.44,8435,27.46
5635.0,22.44,8436,27.46
5640.0,22.37,8435,27.43
5645.0,22.37,8435,27.43
5650.0,22.37,8434,27.43
5655.0,22.37,8433,27.43
5660.0,22.37,8434,27.39
5665.0,22.37,8432,27.39
5670.0,22.31,8432,27.39
5675.0,22.31,8431,27.36
5680.0,22.31,8431,27.33
5685.0,22.31,8431,27.33
5690.0,22.31,8430,27.29
5695.0,22.31,8431,27.29
5700.0,22.25,8430,27.29
5705.0,22.25,8430,27.29
5710.0,22.25,8429,27.29
5715.0,22.25,8429,27.29
5720.0,22.25,8429,27.26
5725.0,22.25,8429,27.26
5730.0,22.19,8429,27.26
5735.0,22.19,8428,27.26
5740.0,22.19,8428,27.22
5745.0,22.19,8428,27.26
5750.0,22.19,8428,27.22
5755.0,22.12,8427,27.22
5760.0,22.12,8427,27.19
5765.0,22.12,8427,27.19
5770.0,22.12,8426,27.19
5775.0,22.12,8426,27.16
5780.0,22.06,8426,27.16
5785.0,22.06,8425,27.16
5790.0,22.06,8425,27.16
5795.0,22.06,8425,27.12
5800.0,22.06,8425,27.12
5805.0,22.06,8424,27.09
5810.0,22.06,8424,27.09
5815.0,22.06,8424,27.09
5820.0,22.0,8424,27.09
5825.0,22.0,8423,27.05
5830.0,22.0,8423,27.05
5835.0,22.0,8422,27.05
5840.0,22.0,8422,27.02
5845.0,21.94,8422,27.02
5850.0,21.94,8422,27.02
5855.0,21.94,8421,26.99
5860.0,21.94,8421,26.99
5865.0,21.94,8421,26.99
5870.0,21.94,8420,26.95
5875.0,21.94,8419,26.95
5880.0,21.87,8420,26.95
5885.0,21.87,8418,26.95
5890.0,21.87,8419,26.92
5895.0,21.87,8418,26.88
5900.0,21.87,8418,26.92
5905.0,21.81,8418,26.88
5910.0,21.81,8417,26.88
5915.0,21.81,8417,26.88
5920.0,21.81,8417,26.85
5925.0,21.81,8416,26.85
5930.0,21.75,8416,26.85
5935.0,21.81,8416,26.85
5940.0,21.75,8416,26.85
5945.0,21.75,8416,26.82
5950.0,21.75,8416,26.82
5955.0,21.75,8416,26.78
5960.0,21.75,8415,26.82
5965.0,21.75,8415,26.78
5970.0,21.69,8415,26.78
5975.0,21.75,8414,26.75
5980.0,21.69,8414,26.75
5985.0,21.69,8413,26.75
5990.0,21.69,8413,26.75
5995.0,21.69,8413,26.75
6000.0,21.62,8413,26.72
6005.0,21.62,8412,26.72
6010.0,21.62,8412,26.68
6015.0,21.62,8412,26.72
6020.0,21.62,8412,26.68
6025.0,21.62,8412,26.68
6030.0,21.56,8411,26.65
6035.0,21.56,8411,26.65
6040.0,21.56,8410,26.65
6045.0,21.56,8410,26.61
6050.0,21.56,8410,26.61
6055.0,21.56,8409,26.61
6060.0,21.56,8410,26.61
6065.0,21.5,8409,26.58
6070.0,21.5,8409,26.58
6075.0,21.5,8409,26.61
6080.0,21.5,8409,26.58
6085.0,21.5,8408,26.55
6090.0,21.5,8408,26.55
6095.0,21.5,8408,26.55
6100.0,21.44,8408,26.55
6105.0,21.44,8407,26.51
6110.0,21.44,8406,26.51
6115.0,21.44,8406,26.48
6120.0,21.44,8406,26.48
6125.0,21.37,8406,26.44
6130.0,21.37,8405,26.48
6135.0,21.37,8405,26.48
6140.0,21.37,8405,26.44
6145.0,21.37,8405,26.44
6150.0,21.37,8404,26.41
6155.0,21.37,8403,26.41
6160.0,21.37,8404,26.41
6165.0,21.31,8403,26.41
6170.0,21.31,8404,26.38
6175.0,21.31,8403,26.38
6180.0,21.31,8403,26.38
6185.0,21.31,8403,26.38
6190.0,21.31,8403,26.38
6195.0,21.25,8403,26.34
6200.0,21.25,8402,26.34
6205.0,21.25,8401,26.34
6210.0,21.25,8401,26.31
6215.0,21.25,8401,26.31
6220.0,21.25,8400,26.31
6225.0,21.25,8400,26.28
6230.0,21.19,8400,26.28
6235.0,21.19,8400,26.28
6240.0,21.19,8399,26.21
6245.0,21.19,8399,26.24
6250.0,21.19,8398,26.24
6255.0,21.19,8398,26.21
6260.0,21.19,8397,26.17
6265.0,21.12,8397,26.21
6270.0,21.12,8397,26.17
6275.0,21.12,8397,26.17
6280.0,21.12,8397,26.17
6285.0,21.12,8396,26.14
6290.0,21.06,8395,26.14
6295.0,21.06,8396,26.14
6300.0,21.06,8396,26.14
6305.0,21.06,8395,26.14
6310.0,21.06,8395,26.11
6315.0,21.06,8395,26.11
6320.0,21.06,8394,26.11
6325.0,21.06,8394,26.11
6330.0,21.0,8394,26.07
6335.0,21.06,8394,26.07
6340.0,21.0,8393,26.07
6345.0,21.0,8394,26.07
6350.0,21.0,8393,26.07
6355.0,21.0,8393,26.04
6360.0,21.0,8394,26.04
6365.0,21.0,8393,26.04
6370.0,20.94,8393,26.04
6375.0,20.94,8393,26.04
6380.0,20.94,8392,26.01
6385.0,20.94,8392,26.01
6390.0,20.94,8392,26.04
6395.0,20.94,8391,25.97
6400.0,20.94,8391,25.97
6405.0,20.87,8391,25.97
6410.0,20.87,8391,25.94
6415.0,20.87,8390,25.97
6420.0,20.87,8390,25.97
6425.0,20.87,8390,25.9
6430.0,20.87,8389,25.9
6435.0,20.87,8389,25.9
6440.0,20.81,8388,25.9
6445.0,20.81,8388,25.9
6450.0,20.81,8388,25.87
6455.0,20.81,8388,25.87
6460.0,20.81,8388,25.87
6465.0,20.81,8388,25.87
6470.0,20.81,8387,25.87
6475.0,20.81,8386,25.87
6480.0,20.75,8387,25.84
6485.0,20.75,8387,25.84
6490.0,20.75,8386,25.84
6495.0,20.75,8387,25.84
6500.0,20.75,8386,25.8
6505.0,20.75,8386,25.77
6510.0,20.75,8386,25.8
6515.0,20.69,8386,25.77
6520.0,20.69,8385,25.77
6525.0,20.69,8385,25.77
6530.0,20.69,8384,25.77
6535.0,20.69,8384,25.73
6540.0,20.69,8385,25.77
6545.0,20.69,8384,25.77
6550.0,20.69,8384,25.73
6555.0,20.69,8384,25.77
6560.0,20.62,8384,25.73
6565.0,20.62,8384,25.73
6570.0,20.62,8383,25.7
6575.0,20.62,8382,25.7
6580.0,20.62,8382,25.7
6585.0,20.62,8382,25.67
6590.0,20.62,8382,25.67
6595.0,20.56,8381,25.63
6600.0,20.56,8381,25.63
6605.0,20.56,8380,25.6
6610.0,20.56,8380,25.63
6615.0,20.56,8380,25.6
6620.0,20.56,8380,25.6
6625.0,20.56,8380,25.6
6630.0,20.56,8379,25.6
6635.0,20.5,8379,25.57
6640.0,20.5,8379,25.57
6645.0,20.5,8379,25.57
6650.0,20.5,8379,25.57
6655.0,20.5,8379,25.57
6660.0,20.5,8379,25.57
6665.0,20.5,8378,25.53
6670.0,20.5,8378,25.53
6675.0,20.44,8378,25.53
6680.0,20.44,8378,25.53
6685.0,20.44,8378,25.53
6690.0,20.44,8377,25.5
6695.0,20.44,8377,25.53
6700.0,20.44,8377,25.5
6705.0,20.44,8377,25.46
6710.0,20.37,8377,25.5
6715.0,20.37,8376,25.5
6720.0,20.37,8376,25.5
6725.0,20.37,8376,25.46
6730.0,20.37,8376,25.46
6735.0,20.37,8375,25.46
6740.0,20.37,8375,25.4
6745.0,20.31,8375,25.43
6750.0,20.31,8375,25.4
6755.0,20.31,8375,25.4
6760.0,20.31,8374,25.4
6765.0,20.31,8373,25.36
6770.0,20.31,8373,25.4
6775.0,20.31,8373,25.36
6780.0,20.31,8373,25.36
6785.0,20.31,8373,25.4
6790.0,20.25,8373,25.36
6795.0,20.25,8372,25.36
6800.0,20.25,8373,25.36
6805.0,20.25,8373,25.36
6810.0,20.25,8372,25.36
6815.0,20.25,8372,25.33
6820.0,20.25,8372,25.33
6825.0,20.25,8372,25.33
6830.0,20.25,8371,25.33
6835.0,20.19,8371,25.33
6840.0,20.19,8372,25.33
6845.0,20.19,8371,25.29
6850.0,20.19,8371,25.29
6855.0,20.19,8371,25.29
6860.0,20.19,8371,25.26
6865.0,20.19,8370,25.26
6870.0,20.19,8370,25.26
6875.0,20.19,8369,25.26
6880.0,20.12,8369,25.23
6885.0,20.12,8369,25.23
6890.0,20.12,8369,25.23
6895.0,20.12,8368,25.23
6900.0,20.12,8368,25.23
6905.0,20.12,8368,25.19
6910.0,20.12,8368,25.19
6915.0,20.06,8368,25.19
6920.0,20.06,8367,25.16
6925.0,20.06,8367,25.19
6930.0,20.06,8367,25.16
6935.0,20.06,8367,25.16
6940.0,20.06,8367,25.16
6945.0,20.06,8367,25.16
6950.0,20.06,8366,25.13
6955.0,20.06,8366,25.13
6960.0,20.0,8367,25.16
6965.0,20.0,8365,25.13
6970.0,20.0,8365,25.09
6975.0,20.0,8365,25.09
6980.0,20.0,8365,25.09
6985.0,20.0,8364,25.09
6990.0,20.0,8364,25.09
6995.0,20.0,8364,25.06
7000.0,20.0,8365,25.06
7005.0,19.94,8364,25.06
7010.0,19.94,8364,25.06
7015.0,19.94,8364,25.06
7020.0,19.94,8364,25.06
7025.0,19.94,8363,25.06
7030.0,19.94,8363,25.02
7035.0,19.94,8362,25.02
7040.0,19.94,8363,25.02
7045.0,19.87,8362,25.02
7050.0,19.87,8362,25.02
7055.0,19.87,8361,24.99
7060.0,19.87,8362,24.99
7065.0,19.87,8362,24.99
7070.0,19.87,8361,24.96
7075.0,19.87,8361,24.99
7080.0,19.87,8361,24.99
7085.0,19.81,8361,24.96
7090.0,19.81,8360,24.92
7095.0,19.81,8361,24.96
7100.0,19.81,8360,24.92
7105.0,19.81,8360,24.92
7110.0,19.81,8360,24.96
7115.0,19.81,8359,24.92
7120.0,19.81,8359,24.89
7125.0,19.81,8359,24.89
7130.0,19.81,8359,24.89
7135.0,19.75,8358,24.89
7140.0,19.75,8359,24.89
7145.0,19.75,8358,24.89
7150.0,19.75,8358,24.85
7155.0,19.75,8358,24.82
7160.0,19.75,8357,24.85
7165.0,19.75,8357,24.85
7170.0,19.75,8358,24.85
7175.0,19.75,8357,24.82
7180.0,19.75,8357,24.82
7185.0,19.69,8357,24.82
7190.0,19.69,8357,24.82
7195.0,19.69,8357,24.82
7200.0,19.69,8356,24.79
